BE No,BE Date,Job No,HAWB/HBL No,AWB/BL No.,Type Of B/E,No Of Pkgs,Unit,Invoice Number,
4946592,07-Oct-2025,IR/51635/25-26,4840734265,60750615972,SEZ-T,1,PKG,250913973,
4913381,04-Oct-2025,IR/51636/25-26,HAJ00021386,05701544023,Home,2,PKG,5314464737,
4946589,07-Oct-2025,IR/51637/25-26,4840734264,60750615972,SEZ-T,1,PKG,250913971,
4912941,04-Oct-2025,IR/51638/25-26,2509464,23216237454,Home,7,PKG,1006002071,
4907349,04-Oct-2025,IR/51639/25-26,,BKK1237711,Home,72,PLT,E230008250105,
4915123,04-Oct-2025,IR/51640/25-26,H404347,09877003356,Home,2,PKG,3756129,
4912392,04-Oct-2025,IR/51641/25-26,,DEBER2233361,Home,35,PKG,5314436798,
4955829,07-Oct-2025,IR/51642/25-26,H421197,09877387682,Home,10,PKG,"395894429, 395894430, 395894431, 395894432",
4909704,04-Oct-2025,IR/51643/25-26,FLR59190783,02038639543,Home,2,PKG,4505556,
4914783,04-Oct-2025,IR/51644/25-26,,BKK1248045,Home,12,PLT,LED0125090121,
4915300,04-Oct-2025,IR/51645/25-26,,"BKK1248046, BKK1248047",Home,107,PLT,"LED0125090122, LED25090006",
4922342,05-Oct-2025,IR/51646/25-26,,ONEYPKGF62037800,Home,"3,300",CTN,"871985756, 871985282",
4951896,07-Oct-2025,IR/51647/25-26,HAJ00021387,23532082525,Home,9,PKG,"5314464752, 5314464753, 65445511",
4926701,06-Oct-2025,IR/51648/25-26,S2501222107,MEDUOW011532,Ex-Bond,304,CTN,15279772-1,
4968520,08-Oct-2025,IR/51649/25-26,4840735123,60751010234,SEZ-Z,3,PKG,250914619,
5094321,14-Oct-2025,IR/51650/25-26,,FRA1059213,Home,20,PKG,99-00886937,
4955165,07-Oct-2025,IR/51651/25-26,8XP7534,17615839865,SEZ-Z,6,PKG,"7002736, 7002741",
4955164,07-Oct-2025,IR/51652/25-26,8XP7535,17615839865,SEZ-Z,5,PKG,7002704,
4955161,07-Oct-2025,IR/51653/25-26,8XP7536,17615839865,SEZ-Z,1,PKG,7002590,
4960190,07-Oct-2025,IR/51654/25-26,WAW18512819,23535003183,Home,2,PKG,1006008299,
4961684,07-Oct-2025,IR/51655/25-26,884780921953,02359300765,Home,2,PKG,15280259-1,
5095329,14-Oct-2025,IR/51656/25-26,,FRA1059254,Home,9,PKG,99-00887062,
4942319,06-Oct-2025,IR/51657/25-26,,EGLV130500048907,Home,660,CTN,"15278571-3, 15282784-1, 15280199-1",
5720383,15-Nov-2025,IR/51658/25-26,,FRA1070351,Home,18,PKG,99-00890564,
5091342,14-Oct-2025,IR/51659/25-26,,FRA1059224,Home,20,PKG,99-00887063,
4942317,06-Oct-2025,IR/51660/25-26,,EGLV130500048885,Home,927,CTN,"15276627-3, 15278571-2",
4998094,09-Oct-2025,IR/51661/25-26,X6359110073,23587085821,Home,22,PKG,"21525659, 21525660, 21525665, 21518154, 21518155, 21518192, 21518224, 21525088, 21525094, 21525131 ...+4 more",
4943164,06-Oct-2025,IR/51662/25-26,,EGLV130500048877,Home,"1,732",CTN,"15276627-2, 15278571-1, 15280834-1, 15282780-1, 15278202-1, 15278827-2, 15280442-1, 15280566-1, 15280735-1, 15282714-1",
4973737,08-Oct-2025,IR/51663/25-26,BKKS2500573,GOSUBKK80413406,Home,"1,000",CTN,8853,
5031469,10-Oct-2025,IR/51664/25-26,SDSE25092345,CSX25SHANSA043835,Home,1,PLT,25000822,
4957762,07-Oct-2025,IR/51665/25-26,S2501356589,02034883111,Home,24,PKG,99-00892840,
5017578,10-Oct-2025,IR/51666/25-26,,ONEYPKGF58335700,Home,"1,152",CTN,"871987366, 871987367",
4957767,07-Oct-2025,IR/51667/25-26,S2501356588,02034883133,Home,17,PKG,99-00892842,
4957768,07-Oct-2025,IR/51668/25-26,S2501355412,02034883096,Home,11,PKG,99-00892889,
4957766,07-Oct-2025,IR/51669/25-26,S2501355411,02034883100,Home,23,PKG,99-00892839,
4996071,09-Oct-2025,IR/51670/25-26,S2501286953,HLCUKUL250908205,Home,"1,414",CTN,"15279672-2, 15280768-1, 15280777-2, 15279676-1, 15280783-2, 15277752-2, 15277753-2, 15283758-1, 15281661-1",
4996898,09-Oct-2025,IR/51671/25-26,,S328037369,Home,4,UNT,1338029055,
5000123,09-Oct-2025,IR/51672/25-26,,S327951022,Home,10,UNT,"119647, 119648, 119649, 119650, 119651, 119652, 119653, 119654, 119655, 119718",
5000496,09-Oct-2025,IR/51673/25-26,,S327959053,Home,46,UNT,"74381338, 74381339, 74381340, 74381362, 74381363, 74381364, 74381365, 74383634, 74383635, 74383849 ...+36 more",
5003785,09-Oct-2025,IR/51674/25-26,S2501170662,MEDUOW011532,Ex-Bond,"1,960",CTN,"15279173-1, 15279177-1",
4978718,08-Oct-2025,IR/51675/25-26,,DSE2509004,Home,228,PLT,VI(MDF)-2025/369,
4978705,08-Oct-2025,IR/51676/25-26,,DSE2509005,Home,132,PLT,VI(MDF)-2025/361,
4979451,08-Oct-2025,IR/51677/25-26,S2501357196,02034766093,Home,16,PKG,"99-00892884, 99-00893136",
5013691,10-Oct-2025,IR/51678/25-26,4840735962,60751010326,SEZ-Z,1,PKG,251004738,
4980339,08-Oct-2025,IR/51679/25-26,FRA27781358,17614885824,Home,200,PKG,"99-00892882, 99-00892881",
5001695,09-Oct-2025,IR/51680/25-26,H445033,02043964826,Home,11,PKG,5314468750,
4980583,08-Oct-2025,IR/51681/25-26,FRA27781357,17614885802,Home,225,PKG,"99-00892879, 99-00892878, 99-00892880",
4980095,08-Oct-2025,IR/51682/25-26,FRA27781356,02039402171,Home,975,PKG,"99-00892875, 99-00893130, 99-00892876, 99-00893132, 99-00892874",
4978854,08-Oct-2025,IR/51683/25-26,S2501357317,72479775813,Home,4,PKG,"99-00892936, 99-00893137, 99-00893154",
4979430,08-Oct-2025,IR/51684/25-26,S2501355410,02034883122,Home,24,PKG,99-00892841,
4997116,09-Oct-2025,IR/51685/25-26,S2501291428,HLCUKUL250908154,Home,"2,140",CTN,15281319-1,
5044912,11-Oct-2025,IR/51686/25-26,,DEBER2231691,Home,23,PKG,5314434094,
4995443,09-Oct-2025,IR/51687/25-26,H436335,23571644716,Home,7,PKG,"395895612, 395895616",
6857955,13-Jan-2026,IR/51688/25-26,SINC32674,SINCB25027754,SEZ-T,19,PKG,"6999090, 6999093, 6999094, 6999098",
5108377,15-Oct-2025,IR/51689/25-26,SINC32768,SINCB25027754,SEZ-T,5,PKG,"6996272, 6996273",
5108376,15-Oct-2025,IR/51690/25-26,SINC32727,SINCB25027754,SEZ-T,1,PKG,7001089,
5108379,15-Oct-2025,IR/51691/25-26,SINC32725,SINCB25027754,SEZ-T,6,PKG,"6995989, 7002139, 7004184, 7004185",
5108380,15-Oct-2025,IR/51692/25-26,SINC32675,SINCB25027754,SEZ-T,8,PKG,"6995793, 6995796, 6999102, 6999103",
5027000,10-Oct-2025,IR/51693/25-26,H440431,02043964826,Home,3,PKG,"395895641, 395895643, 395895642",
5045601,11-Oct-2025,IR/51694/25-26,,HQHW12509254,Home,740,PKG,ZB25683W,
5023831,10-Oct-2025,IR/51695/25-26,FBG26004921,09843841210,Home,5,PKG,RE2505287,
5120011,15-Oct-2025,IR/51696/25-26,H457540,16099791845,Home,5,PKG,2960135125,
5002822,09-Oct-2025,IR/51697/25-26,FRA27781406,23531311033,Home,212,PKG,"99-00892883, 99-00893138",
5046454,11-Oct-2025,IR/51698/25-26,MAD23519521,60751393101,Home,1,PKG,386254282,
5084693,14-Oct-2025,IR/51699/25-26,8XP7534,17615839865,SEZ-T,6,PKG,"7002736, 7002741",
5084991,14-Oct-2025,IR/51700/25-26,8XP7535,17615839865,SEZ-T,5,PKG,7002704,
5084992,14-Oct-2025,IR/51701/25-26,8XP7536,17615839865,SEZ-T,1,PKG,7002590,
5084990,14-Oct-2025,IR/51702/25-26,4840735123,60751010234,SEZ-T,3,PKG,250914619,
5017786,10-Oct-2025,IR/51703/25-26,528325563CHI,17617492871,Home,4,PKG,"24904, 24818",
5024754,10-Oct-2025,IR/51704/25-26,SIN20049036,17617895500,Home,3,PKG,"620806130, 620806131, 130935-21527377, 131153-21527383, 131232-21527394, 130917-21527400, 129862-21527403, 130219-21527404, 130586-21527410",
5049176,11-Oct-2025,IR/51705/25-26,H456249,02043964012,Home,2,PKG,395897799,
5036931,11-Oct-2025,IR/51706/25-26,DUS12025454,23571104714,In-Bond,1,PKG,32634033,
5032768,10-Oct-2025,IR/51707/25-26,S2501294201,CULVSHA2521285,Home,1,PLT,"15280362-1, 15278957-1",
5028846,10-Oct-2025,IR/51708/25-26,FRA27781435,17614885813,Home,162,PKG,"99-00893129, 99-00893131, 99-00893133, 99-00893134",
5046846,11-Oct-2025,IR/51709/25-26,S2501365021,15739846785,Home,265,PKG,99-00893652,
5036275,11-Oct-2025,IR/51710/25-26,,S2501332107,Home,"1,776",CTN,15282840-1,
5085985,14-Oct-2025,IR/51711/25-26,251311004136,72479516813,Home,1,PKG,1200000412,
5023938,10-Oct-2025,IR/51712/25-26,DUS12025197,02028886535,Ex-Bond,1,PKG,32563189,
5073410,13-Oct-2025,IR/51713/25-26,,S2501332274,Home,"2,140",CTN,15283245-1,
5044551,11-Oct-2025,IR/51714/25-26,S2501299863,COAU7261614490,Home,1,PLT,15282529-1,
5075914,13-Oct-2025,IR/51715/25-26,,S2501330442,Home,"2,140",CTN,15283249-1,
5075921,13-Oct-2025,IR/51716/25-26,,S2501346010,Home,"2,140",CTN,15283248-1,
5085961,14-Oct-2025,IR/51717/25-26,4840735962,60751010326,SEZ-T,1,PKG,251004738,
5079096,13-Oct-2025,IR/51718/25-26,027804,23523970133,In-Bond,1,PKG,"168285529, 168285530",
5048058,11-Oct-2025,IR/51719/25-26,S2501368500,02034883413,Home,6,PKG,99-00894058,
5103177,14-Oct-2025,IR/51720/25-26,DSV1146348,72485919223,Home,1,PKG,620809284,
5076112,13-Oct-2025,IR/51721/25-26,PIL18537,09830674991,Home,1,PKG,SI-0036800,
5049797,11-Oct-2025,IR/51722/25-26,AEX006519A,31290573335,Home,2,PKG,1005999647,
5076592,13-Oct-2025,IR/51723/25-26,PIL18538,09841234266,Home,1,PKG,SI-0036799,
5078644,13-Oct-2025,IR/51724/25-26,H475950,93276783836,Home,1,PKG,3757840,
5085962,14-Oct-2025,IR/51725/25-26,4840736353,60751010433,SEZ-Z,3,PKG,250903089,
5075309,13-Oct-2025,IR/51726/25-26,H465790,09877387752,Home,7,PKG,"395898889, 395898895",
5149891,16-Oct-2025,IR/51727/25-26,NSA000048406,SCJUA3434986AA,Home,3,PLT,1005971095,
5126662,15-Oct-2025,IR/51728/25-26,,ONEYPENF17636700,Home,120,PKG,"871985283, 871985284, 871985285",
5120621,15-Oct-2025,IR/51729/25-26,X6359191134,23587085891,Home,8,PKG,"21530972, 21530982, 21530999, 21530983, 21525631, 21530611, 21530645, 21530956",
5177537,17-Oct-2025,IR/51730/25-26,,BKK1249286,Home,11,PLT,LED0125090177,
5177541,17-Oct-2025,IR/51731/25-26,,BKK1250071,Home,2,PLT,LED0125090179,
5177857,17-Oct-2025,IR/51732/25-26,,"BKK1250070, BKK1250072",Home,148,PLT,"LED0125090178, LED25090007",
5105143,14-Oct-2025,IR/51733/25-26,TVLJKT25100005FNSA,GOSUJKT8118519,Home,70,BDL,A091/EXPCP/IX/25,
5196664,18-Oct-2025,IR/51734/25-26,,CHN2722688A,Home,7,PKG,0000538728,
5196683,18-Oct-2025,IR/51735/25-26,,CHN2722688B,Home,6,PKG,0000538729,
5189759,18-Oct-2025,IR/51736/25-26,,CHN2722689,Home,17,PKG,0000534510,
5285305,24-Oct-2025,IR/51737/25-26,ORD0639070,NAM7960253,Home,40,PLT,0620658108,
5285132,24-Oct-2025,IR/51739/25-26,ORD0638625,NAM7960251,Home,40,PLT,0620634798,
5282574,24-Oct-2025,IR/51740/25-26,ORD0639073,NAM7960254,Home,40,PLT,0620658107,
5285339,24-Oct-2025,IR/51741/25-26,ORD0639063,NAM7960252,Home,40,PLT,0620634799,
5127412,15-Oct-2025,IR/51742/25-26,,PENS2500653,Home,"1,386",CTN,15280503-1,
5284697,24-Oct-2025,IR/51743/25-26,ORD0639054,NAM7960038,Home,40,PLT,"0620642727, 0620651308",
5096067,14-Oct-2025,IR/51744/25-26,AMS250465343,07403830341,Ex-Bond,3,PKG,"100023953, 100023959",
5128459,15-Oct-2025,IR/51745/25-26,,PENS2500654,Home,3,CTN,15277711-2,
5279970,24-Oct-2025,IR/51746/25-26,STR25008799,05757161705,Home,2,PKG,CAY_E4_80592836,
5155045,17-Oct-2025,IR/51747/25-26,BKKS2500652,GOSUBKK80417548,Home,996,CTN,"15276516-2, 15282180-1, 15282174-1",
5279967,24-Oct-2025,IR/51748/25-26,STR25008798,05757161705,Home,2,PKG,CAY_E4_ 80592829,
5132432,16-Oct-2025,IR/51749/25-26,4840736353,60751010433,SEZ-T,3,PKG,250903089,
5128911,15-Oct-2025,IR/51750/25-26,S2501281320,YMJAS450322768,Home,4,PLT,"15280534-1, 15280529-1",
5153523,16-Oct-2025,IR/51751/25-26,,SGSIN0000189363,Home,15,PLT,620791747,
5128556,15-Oct-2025,IR/51752/25-26,BKKS2500574,GOSUBKK80413408,Home,"2,174",CTN,"15280873-1, 15280138-1, 15280138-2, 15278468-2, 15278587-1, 15283537-1, 15282940-1",
5161017,17-Oct-2025,IR/51753/25-26,8XP7573,17615840123,SEZ-Z,3,PKG,7011120,
5150138,16-Oct-2025,IR/51754/25-26,8XP7574,17615840112,SEZ-Z,2,PKG,7010539,
5150136,16-Oct-2025,IR/51755/25-26,8XP7575,17615840112,SEZ-Z,3,PKG,7011077,
5119963,15-Oct-2025,IR/51756/25-26,SIN20049046,61846519410,Home,1,PKG,131390-21532772,
5138546,16-Oct-2025,IR/51757/25-26,H498437,09843841604,Home,8,PKG,5314475322,
5435707,01-Nov-2025,IR/51758/25-26,,ONEYTYOFK2060800,Home,38,CAS,RAD005604501,
5152456,16-Oct-2025,IR/51759/25-26,,S2501335713,Home,799,CTN,15280636-1,
5151903,16-Oct-2025,IR/51760/25-26,,S2501335738,Home,500,CTN,15280005-1,
5161421,17-Oct-2025,IR/51761/25-26,412657604,15705797212,SEZ-Z,1,PKG,MTT-160803,
5161987,17-Oct-2025,IR/51762/25-26,412657605,15705797212,SEZ-Z,1,PKG,MTT-160804,
5214652,20-Oct-2025,IR/51763/25-26,,MEDUXJ886548,Home,18,CRT,225/AK-MTIX/2025,
5169131,17-Oct-2025,IR/51764/25-26,TP1A03110282,29769869004,Home,9,PKG,LF125091802,
5153266,16-Oct-2025,IR/51765/25-26,,OOLU2162501990,Home,34,PKG,1005989984,
5192259,18-Oct-2025,IR/51766/25-26,,OOLU2162765710,Home,35,PKG,1005997325,
5142082,16-Oct-2025,IR/51767/25-26,SIN20049047,21706430804,Home,1,PKG,"620827137, 620827138, 620827139, 620827140, 129862-21532424, 130003-21532425, 131153-21532433, 131232-21532435, 131390-21532447, 129364-21532452",
5167464,17-Oct-2025,IR/51768/25-26,H487134,09876921843,Home,9,PKG,"395901685, 395901691, 395901683, 395901686, 395901688, 395901689, 395901695, 395901693, 395901692",
5145477,16-Oct-2025,IR/51769/25-26,TWW00210758,17613533181,Home,1,PKG,9010150120,
5152700,16-Oct-2025,IR/51770/25-26,GXPEW25091555,027F734323,Home,20,PLT,ADSNI202537,
5153106,16-Oct-2025,IR/51771/25-26,GXPEW25091557,027F734323,Home,19,PLT,ADSNI202536,
5193724,18-Oct-2025,IR/51772/25-26,MAD23519684,15732976613,Home,1,PKG,386260989,
5143511,16-Oct-2025,IR/51773/25-26,H486603,09876921843,Home,11,PKG,"395901491, 395901499",
5227126,21-Oct-2025,IR/51774/25-26,GXPEW25091559,027F733556,Home,30,PLT,ADSNI202538,
5176382,17-Oct-2025,IR/51775/25-26,,S2501334008,Home,"2,140",CTN,15283246-1,
5194446,18-Oct-2025,IR/51776/25-26,BCN0287280,05702116903,Home,2,PKG,386260984,
5221642,21-Oct-2025,IR/51777/25-26,,SINC33975,SEZ-Z,2,PKG,7010070,
5220840,21-Oct-2025,IR/51778/25-26,,SINC33973,SEZ-Z,1,PKG,6975855,
5221447,21-Oct-2025,IR/51779/25-26,,SINC33977,SEZ-Z,3,PKG,"7010172, 7010247",
5221349,21-Oct-2025,IR/51780/25-26,,SINC33974,SEZ-Z,10,PKG,"7006064, 7007110",
5176933,17-Oct-2025,IR/51781/25-26,,S2501333982,Home,"2,140",CTN,15283250-1,
5221350,21-Oct-2025,IR/51782/25-26,,SINC33972,SEZ-Z,5,PKG,"7002134, 7002135, 7006059, 7006060",
5227086,21-Oct-2025,IR/51783/25-26,,ONEYPKGF62758400,Home,"4,086",PKG,"872001514, 872001509, 872001513, 871999836, 871999465",
5188655,18-Oct-2025,IR/51784/25-26,,DEBER2237221,Home,80,PKG,"5314442260, 65435492",
5194618,18-Oct-2025,IR/51785/25-26,HAJ00021504,50180156296,Home,3,PKG,5314477125,
5224413,21-Oct-2025,IR/51786/25-26,,NSA2503821025J,Home,1,PLT,60001539,
5192709,18-Oct-2025,IR/51787/25-26,H517470,02004379826,Home,2,PKG,"395905383, 395905384, 395905385, 395905386",
5242233,22-Oct-2025,IR/51788/25-26,,DAHPKGNSA2524280,Home,"2,421",CTN,"872015311, 872013896",
5195340,18-Oct-2025,IR/51789/25-26,,S2501330500,Home,"2,140",CTN,15281317-1,
5196918,18-Oct-2025,IR/51790/25-26,,RTM1540848,In-Bond,77,PKG,"100023890, 100023889",
5349737,28-Oct-2025,IR/51791/25-26,8XP7573,17615840123,SEZ-T,3,PKG,7011120,
5349164,28-Oct-2025,IR/51792/25-26,8XP7574,17615840112,SEZ-T,2,PKG,7010539,
5349165,28-Oct-2025,IR/51793/25-26,8XP7575,17615840112,SEZ-T,3,PKG,7011077,
5190350,18-Oct-2025,IR/51794/25-26,027804,23523970133,Ex-Bond,1,PKG,"168285529, 168285530",
5236129,22-Oct-2025,IR/51795/25-26,412657604,15705797212,SEZ-T,1,PKG,MTT-160803,
5194324,18-Oct-2025,IR/51796/25-26,,15703605556,Home,1,PKG,FA066036,
5236308,22-Oct-2025,IR/51797/25-26,412657605,15705797212,SEZ-T,1,PKG,MTT-160804,
5228132,21-Oct-2025,IR/51798/25-26,HAJ00082439,50150345455,Home,12,PKG,"5314475971, 65449626",
5226513,21-Oct-2025,IR/51799/25-26,DSV1156003,72485919234,Home,1,PKG,"620832661, 620832662",
5228690,21-Oct-2025,IR/51800/25-26,PIL18547,09830676096,Home,1,PKG,SI-0036830,
5228355,21-Oct-2025,IR/51801/25-26,PIL18546,09830667711,Home,1,PKG,SI-0036828,
5235627,22-Oct-2025,IR/51802/25-26,885190327901,02359727301,Home,1,PKG,15276571-2,
5228515,21-Oct-2025,IR/51803/25-26,PIL18548,31296123473,Home,1,PKG,SI-0036827,
5228749,21-Oct-2025,IR/51804/25-26,PIL18545,09830676085,Home,1,PKG,SI-0036829,
5226963,21-Oct-2025,IR/51805/25-26,,BKKS2500693,Home,"2,145",CTN,"15282180-2, 15282176-1, 15282183-1",
5229216,21-Oct-2025,IR/51806/25-26,S2501369669,NCLNSA2015,Home,5,PLT,15278120-1,
5236894,22-Oct-2025,IR/51807/25-26,H538405,09843841615,Home,3,PKG,"395907812, 395907813",
5230127,21-Oct-2025,IR/51808/25-26,S2501384262,02034883612,Home,15,PKG,99-00894977,
5230131,21-Oct-2025,IR/51809/25-26,X6359191147,23587085946,Home,8,PKG,"21536451, 21535894, 21535901, 21535921, 21535962",
5383233,29-Oct-2025,IR/51810/25-26,STR25008914,07470235395,Home,2,PKG,TPO_80595047,
5272864,24-Oct-2025,IR/51811/25-26,4840738024,60751010455,SEZ-Z,2,PKG,251008913,
5272865,24-Oct-2025,IR/51812/25-26,4840738025,60751010455,SEZ-Z,8,PKG,251008919,
5273150,24-Oct-2025,IR/51813/25-26,4840738023,60751010455,SEZ-Z,1,PKG,251009089,
5274277,24-Oct-2025,IR/51814/25-26,4840738154,60751010455,SEZ-Z,2,PKG,251011445,
5275153,24-Oct-2025,IR/51815/25-26,4840738155,60751010455,SEZ-Z,1,PKG,251011442,
5237564,22-Oct-2025,IR/51816/25-26,H539114,09843841615,Home,6,PKG,"395907876, 395907874, 395907877, 395907875, 395907873, 395907889",
5279501,24-Oct-2025,IR/51818/25-26,H087289,02001822085,Home,15,PKG,5314480142,
5349168,28-Oct-2025,IR/51819/25-26,,SINC33975,SEZ-T,2,PKG,7010070,
5349163,28-Oct-2025,IR/51820/25-26,,SINC33973,SEZ-T,1,PKG,6975855,
5337304,27-Oct-2025,IR/51821/25-26,655400181487,HDMUSINI36976400,Home,1,PKG,1525014000,
5244165,22-Oct-2025,IR/51822/25-26,1070233743,02071523653,Home,226,PKG,99-00894769,
5244044,22-Oct-2025,IR/51823/25-26,1070233742,02071523653,Home,189,PKG,"99-00894450, 99-00894766",
5243876,22-Oct-2025,IR/51824/25-26,1070265638,02071530911,Home,16,PKG,"99-00894177, 99-00894459, 99-00894770",
5348196,28-Oct-2025,IR/51825/25-26,,SINC33977,SEZ-T,3,PKG,"7010172, 7010247",
5279591,24-Oct-2025,IR/51826/25-26,"1070233744, 1070233744","02071530900, 02071530900",Home,252,PKG,"99-00894455, 99-00894452, 99-00894454, 99-00894453",
5307116,25-Oct-2025,IR/51827/25-26,S2501382307,72479775835,Home,12,PKG,"99-00894449, 12-00198537, 12-00198543",
5349166,28-Oct-2025,IR/51828/25-26,,SINC33974,SEZ-T,10,PKG,"7006064, 7007110",
5597873,10-Nov-2025,IR/51829/25-26,,SINC33972,SEZ-T,5,PKG,"7002134, 7002135, 7006059, 7006060",
5774432,18-Nov-2025,IR/51830/25-26,20252524A,YMJAS450323082,Home,1,PLT,"15275964-1, 15280474-1, 15278092-1, 15275974-1",
5249146,22-Oct-2025,IR/51831/25-26,SIN20049056,21706431202,Home,3,PKG,"620855065, 131153-21538044, 131232-21538047, 131390-21538048, 131507-21538059, 131417-21538062",
5338861,27-Oct-2025,IR/51832/25-26,SIN76030604,09830667722,SEZ-Z,1,PKG,6943862,
5328639,27-Oct-2025,IR/51833/25-26,42J0356269,02041673575,Home,1,PKG,251009080,
5328642,27-Oct-2025,IR/51834/25-26,42J0356270,02041673575,Home,1,PKG,250911555,
5328643,27-Oct-2025,IR/51835/25-26,42J0356271,02041673575,Home,1,PKG,250911458,
5284788,24-Oct-2025,IR/51836/25-26,1070328895,02021381091,Home,12,PKG,"99-00895097, 99-00895103, 99-00895129",
5284790,24-Oct-2025,IR/51837/25-26,1070300276,17615782351,Home,111,PKG,"99-00894460, 99-00894771",
5285489,24-Oct-2025,IR/51838/25-26,"1070255177, 107025517","02071531191, 02071531191",Home,368,PKG,"99-00894767, 99-00894728, 99-00894765, 99-00894793, 99-00895014, 99-00894768",
5340140,27-Oct-2025,IR/51839/25-26,AAI0035277,17604825925,SEZ-Z,4,PKG,7002895,
5330753,27-Oct-2025,IR/51840/25-26,1070264750,02071526674,Home,51,PKG,99-00894474,
5289850,24-Oct-2025,IR/51841/25-26,H539115,02043964314,Home,6,PKG,"395911808, 395911809, 395911810, 395911813",
5339577,27-Oct-2025,IR/51842/25-26,AAI0035276,17604825925,SEZ-Z,1,PKG,7006058,
5341549,27-Oct-2025,IR/51843/25-26,AAI0035274,17604825925,SEZ-Z,2,PKG,7002588,
5340533,27-Oct-2025,IR/51844/25-26,AAI0035275,17604825925,SEZ-Z,4,PKG,7010392,
5446186,01-Nov-2025,IR/51845/25-26,NGTL7495833,ONEYTYOFJ5367600,Home,1,PLT,X482948A-23NA,
5332175,27-Oct-2025,IR/51846/25-26,SHAAEB28539,17618730110,Home,3,PKG,0000578232,
5332513,27-Oct-2025,IR/51847/25-26,SHAAEB28554,17618730110,Home,1,PKG,0000580482,
5332823,27-Oct-2025,IR/51848/25-26,SHAAEB28555,17618730110,Home,2,PKG,0000580304,
5333207,27-Oct-2025,IR/51849/25-26,SHAAEB28538,17618730110,Home,11,PKG,0000578230,
5305865,25-Oct-2025,IR/51850/25-26,S2501387614,02034883682,Home,24,PKG,99-00895106,
5305866,25-Oct-2025,IR/51851/25-26,S2501387616,02004378566,Home,24,PKG,99-00895107,
5307115,25-Oct-2025,IR/51852/25-26,S2501387615,02034883671,Home,32,PKG,"99-00895105, 99-00895104",
5319853,25-Oct-2025,IR/51853/25-26,H572004,09877015993,Home,1,PKG,3759789,
,,IR/51854/25-26,H572259,NOMAWB,Home,1,PKG,3759818,
5363909,28-Oct-2025,IR/51855/25-26,4840738024,60751010455,SEZ-T,2,PKG,251008913,
5370437,29-Oct-2025,IR/51856/25-26,4840738025,60751010455,SEZ-T,8,PKG,251008919,
5370441,29-Oct-2025,IR/51857/25-26,4840738023,60751010455,SEZ-T,1,PKG,251009089,
5370438,29-Oct-2025,IR/51858/25-26,4840738154,60751010455,SEZ-T,2,PKG,251011445,
5370435,29-Oct-2025,IR/51859/25-26,4840738155,60751010455,SEZ-T,1,PKG,251011442,
5354214,28-Oct-2025,IR/51860/25-26,DEBER2206171,255406201,Ex-Bond,10,PKG,65410866,
5337904,27-Oct-2025,IR/51861/25-26,ORD0622723,72486351985,Home,1,PKG,"0620870094, 0620870095",
5356462,28-Oct-2025,IR/51862/25-26,,S2501334009,Home,"2,140",CTN,15283247-1,
5419037,31-Oct-2025,IR/51863/25-26,ORD0639118,NAM7960705,Home,40,PLT,0620458466,
5419003,31-Oct-2025,IR/51864/25-26,ORD0639126,NAM7960736,Home,40,PLT,0620676059,
5339115,27-Oct-2025,IR/51865/25-26,4840739088,60751010654,Home,3,PKG,250915283,
5336797,27-Oct-2025,IR/51866/25-26,H581341,09877003360,Home,1,PKG,3760060,
5377112,29-Oct-2025,IR/51867/25-26,4840739336,60751010654,SEZ-Z,6,PKG,251017172,
5418990,31-Oct-2025,IR/51868/25-26,ORD0639113,NAM7960750,Home,40,PLT,0620660673,
5377239,29-Oct-2025,IR/51869/25-26,4840739092,60751010654,SEZ-Z,5,PKG,251015894,
5377238,29-Oct-2025,IR/51870/25-26,4840739093,60751010654,SEZ-Z,3,PKG,251015027,
5377241,29-Oct-2025,IR/51871/25-26,4840739085,60751010654,SEZ-Z,2,PKG,250908583,
5418987,31-Oct-2025,IR/51872/25-26,ORD0639123,NAM7960752,Home,40,PLT,0620669140,
5382804,29-Oct-2025,IR/51873/25-26,412657785,15705797293,SEZ-Z,1,PKG,MTT-161208,
5381189,29-Oct-2025,IR/51874/25-26,,S2501360201,Home,"1,177",CTN,15282827-1,
5381077,29-Oct-2025,IR/51875/25-26,412657786,15705797293,SEZ-Z,1,PKG,MTT-161212,
5418992,31-Oct-2025,IR/51876/25-26,ORD0639110,NAM7960751,Home,40,PLT,"0620696613, 0620696614, 0620696615",
5419253,31-Oct-2025,IR/51877/25-26,ORD0639112,NAM7960749,Home,40,PLT,"0620668913, 0620668914",
5380235,29-Oct-2025,IR/51878/25-26,H594050,02043963780,Home,5,PKG,"395913936, 395913937, 395913939",
5355263,28-Oct-2025,IR/51879/25-26,AAI0035291,15749686744,SEZ-Z,4,PKG,7010393,
5355624,28-Oct-2025,IR/51880/25-26,AAI0035292,15749686744,SEZ-Z,1,PKG,7010390,
5355622,28-Oct-2025,IR/51881/25-26,AAI0035293,15749686744,SEZ-Z,1,PKG,7010391,
5365972,28-Oct-2025,IR/51882/25-26,S2501317744,045FX16910,Home,7,PLT,"IV2509-0134, IV2509-0135",
5363361,28-Oct-2025,IR/51883/25-26,X6359191163,23587086016,Home,10,PKG,"21541604, 21541636, 21541643, 21541658, 21541677, 21541707, 21541973, 21541985",
